ET,NEE,ER,GPP,TMAX,TMIN,TAVG,HAVG,HDEG,CDEG,WCMN,WSPD,ATOT,RAIN,EVI
0.6754947106000001,-2.697917873495575,0.8219655410176991,3.519883414513274,34.5,27.27,30.64,79.34,34.12,0,18.06,10.4,5.79,0,0.8433333333333333
0.4054344226000001,-2.170145967530975,0.6458008588407081,2.815946826371682,34.42,19.37,27.65,79.37,38.11,0,12.04,5.79,5.24,0,0.858
1.0152877376,-2.699019370513275,1.212361328134513,3.911380698647787,51.84,18.14,36.61,67.45,30.01,0,13.49,10.31,12.24,0,0.8726666666666666
0.7391323000000003,-1.228065132743363,1.604108004292036,2.832173137035399,45.94,35.14,41.5,66.45,24.46,0,26.81,13.38,3.41,0,0.8873333333333333
0.4392269548,-0.8835184789646022,0.9494801492121242,1.832998628176726,35.11,29.22,31.16,79.89,32.84,0,19.66,9.6,2.19,0,0.9019999999999999
0.5982568999999999,-2.016479469026549,0.9411053579522126,2.957584826978763,37.21,28.55,32.87,74.45,32.12,0,17.59,10.48,3.83,0,0.9166666666666666
0.7499543455999997,-3.272778097486727,1.127989239690266,4.400767337176991,45.86,16.25,31.02,66.77,33.94,0,8.01,6.17,12.28,0,0.9313333333333333
0.6394014008999999,-2.76642175141593,1.419483851763451,4.185905603179379,48.97,18.83,32.07,65.39,31.1,0,10.97,4.92,12.41,0,0.946
0.291971457,-0.7572388983451326,1.503023275736283,2.260262174081417,57.42,26.46,42.82,75.69,23.06,0,23.08,7.09,12.9,0.16,0.426
0.8012571249999997,-1.68894440920354,1.115341060300885,2.804285469504425,40.4,16.25,27.46,65.88,36.68,0,5.61,7.69,15.2,0,0.57
0.509314941,-1.588733163716815,1.621609976309735,3.210343140026549,56.16,17.75,37.92,81.08,28.04,0,10.77,7.65,8.52,0,0.5779230769230769
0.3568329059999999,0.2694437522123894,2.651521820654867,2.382078068442478,58.05,37.76,46.52,95.57,17.1,0,34.55,5.13,4.96,0.01,0.5858461538461538
0.6547801430000001,0.1131676805309735,4.128786634619471,4.015618954088496,64.6,47.77,56.79,89.52,8.82,0,44.23,15.56,6.53,0,0.5937692307692307
1.864328604,-0.5968553097345134,4.436719922389381,5.033575232123895,71.42,55.83,61.3,76,1.37,0,-996,19.62,13.78,0,0.6016923076923076
1.4287779365,-2.249892294690267,2.651551369884955,4.901443664575222,56.48,38.09,46.61,78.8,17.71,0,30.52,11.04,12.52,0,0.6096153846153846
0.5925475699999999,1.095598478230089,2.482674519345133,1.387076041115044,38.14,30.93,35.48,99.56,30.47,0,22.04,8.27,3.32,0.01,0.6175384615384616
1.06934999,0.8906755460176992,2.942291854513275,2.051616308495575,34.42,29.67,31.79,100,32.95,0,17.11,-996,2.83,0.41,0.6254615384615385
1.28019078,-0.4023270095575224,1.899671623407079,2.301998632964602,30.01,16.32,21.2,85.12,41.84,0,0.74,15.4,13.89,0.08,0.6333846153846154
0.92444207,-0.8413048489380536,1.538799574460177,2.38010442339823,31.41,10.35,20.45,72.48,44.12,0,0.26,5.24,16.18,0.07,0.6413076923076924
1.204456199999999,-0.387467377964602,3.115621028230089,3.503088406194691,39.02,23.9,31.09,60.39,33.54,0,12.95,10.09,6.75,0.04,0.6492307692307693
0.5150055099999997,0.1606934532743362,4.117805888495575,3.957112435221239,42.77,31.59,37.1,94.02,27.82,0,20.78,11.1,3.43,0.01,0.6571538461538462
0.39006528,0.2026916283185846,5.47788802300885,5.275196394690268,51.01,39.47,44.36,97.72,19.76,0,30.3,9.69,4.16,0.2,0.6650769230769231
0.4430657838999999,0.009915190884955606,5.057412915663717,5.04749772477876,54.7,28.86,39.85,66.08,23.22,0,21.05,10.51,17.66,0,0.673
1.361468615,-0.6765312536283187,4.900135127256639,5.576666380884956,59.65,34.34,48.34,49.71,18.01,0,26.97,19.04,11.58,0,0.6591666666666667
1.71280776,-0.9859680079646016,4.243886952212389,5.229854960176992,68.36,42.37,54.23,47.15,9.64,0,34.72,12,11.8,0,0.6453333333333333
1.3375863,-1.102194979646018,1.971417436725664,3.073612416371682,42.17,21.26,29.02,81.59,33.29,0,8.05,14.75,3.96,0,0.6315000000000001
0.39191656,-0.3583908703274338,0.9069592982973456,1.265350168624779,31.62,21.04,26.16,94.11,38.67,0,7.93,7.22,3.31,0,0.6176666666666667
1.53726977,-3.127847538584071,1.244851661150443,4.372699199734513,45.7,20.92,32.37,74.2,31.69,0,12.26,9.72,18.67,0,0.6038333333333333
1.4649713,-1.861306003274336,0.6933386556637169,2.554644658938053,33.37,18.52,27.07,62.81,39.06,0,5.48,12.94,13.59,0,0.5900000000000001
0.4692834199999999,-0.7710559574336282,0.8510043413150441,1.622060298748673,30.28,27.57,29.16,86.88,36.08,0,17.79,6.68,2.03,0.01,0.5761666666666667
1.68941856,-1.838369255973451,1.373045962300885,3.211415218274337,48.81,23.7,34.64,79.16,28.74,0,17.33,6.99,18.54,0.1,0.5623333333333334
1.73803802,-2.028782950884956,1.756547742265487,3.785330693150443,57.24,29.09,41.78,72.23,21.84,0,23.24,11.13,15.07,0,0.5485
0.37110645,1.214145684159293,2.713906811867256,1.499761127707965,46.89,31.3,41.72,96.36,25.91,0,26,5.61,4.13,0.07,0.5346666666666666
3.386920409999999,-0.8698823681415931,2.690066453893805,3.559948822035399,61.29,32.25,46.17,74.3,18.23,0,24.23,18.85,18.35,0.01,0.5208333333333334
1.511015612,-1.952309152035399,1.846599227522124,3.798908379557523,53.38,21.89,37.15,57.57,27.36,0,12.63,5.75,19.59,0,0.507
2.680056299999999,-2.125096263716813,2.530723872265487,4.655820135982301,63.86,29.96,45.42,50.79,18.09,0,22.89,13.57,-996,0,0.5042
0.7827559319999998,-0.2876264219469025,1.581720276902655,1.869346698849558,45.09,22.13,31.65,84.16,31.39,0,8.65,9.37,4.07,0,0.5014
0.6550325769999997,0.6995635630088495,1.369592463982301,0.6700289009734514,28.63,18.76,22.3,94.19,41.3,0,16.38,-996,2.43,0,0.4986
0.9195137670000001,-0.5922015777876108,1.383094657433629,1.975296235221239,24.28,17.91,20.4,90.98,43.91,0,-996,-996,6.59,0,0.4958
0.514627443,-2.038069976017699,1.36572214539823,3.403792121415929,39.08,22.76,28.58,89.52,34.08,0,-996,-996,9.56,0.03,0.493
0.6676010600000002,-0.4386738671681417,1.771912733097345,2.210586600265487,34.72,24.34,30.66,84.03,35.47,0,21.92,-996,4.67,0,0.4902
1.143562666,-0.06195488575221252,1.518886133044248,1.58084101879646,30.78,11.52,20.06,72.42,43.85,0,-6.6,19.04,10.35,0,0.4874
0.9502800330999998,-0.4359696451327432,1.428046450884956,1.8640160960177,24.56,9.36,15.26,55.17,48.04,0,-8.17,11.32,13.73,0,0.4846
1.162682826,-0.7389899330973452,1.865780117649558,2.604770050746902,43.03,9.64,24.96,56.18,38.66,0,0.27,7.04,22.06,0,0.4818
1.541102489,0.1882388150442473,2.839213420486726,2.650974605442479,54.07,15.06,34.8,48.91,30.43,0,7.43,12.11,20.88,0,0.479
1.351384176,0.5363000442477875,3.979685524778762,3.443385480530973,59.86,36.18,46.26,55.92,16.98,0,26.76,11.01,12.72,0,0.4749
1.183331095,1.00702862920354,3.43717055338938,2.430141924185841,48.29,37.24,42.64,92.32,22.23,0,29.54,7.39,6.1,0,0.4708
3.94000929,0.4569933026548674,4.209587027824778,3.752593725169912,71.55,41.61,56.28,54.27,8.42,0,35.55,17.38,22.37,0.1,0.4667
1.43397404,0.4606959799115047,3.20920141778761,2.748505437876107,45.01,35.15,39.9,64.42,24.92,0,27,9.47,7.44,0.01,0.4626
0.8400934900000001,0.55046367079646,3.070536817699116,2.520073146902655,56.35,38.37,47.3,77.94,17.64,0,33.85,3.62,7.35,0.06,0.4585
1.66263778,-0.6091120433628319,3.38736131442478,3.996473357787611,60.13,50.04,54.36,99.18,9.91,0,-996,11.96,2.86,0.06,0.4544
6.07945825,0.2203537619469025,4.031554708194689,3.811200946247788,69.44,45.5,60.48,64.18,7.53,0,37.52,26.35,19.17,1.05,0.4503
3.78121166,-1.945439771415929,2.594523725840708,4.539963497256638,53.38,38.82,45.7,51.71,18.9,0,30.71,17.96,15.34,0,0.4462
3.319012890000001,-3.048649948672566,2.42087188061947,5.469521829292036,53.73,31.58,42,48.43,22.35,0,25.73,11.84,24.01,0,0.4421
2.536871326,-2.215574962566372,2.674872626814159,4.890447589380531,60.89,25.35,43.49,55.06,21.88,0,18.67,6.3,22.63,0,0.438
5.58437736,-5.378942676106194,7.543916941300886,12.92285961740708,80.01,40.8,61.95,60.14,4.6,0,37.01,11.88,28.7,0,0.653
5.891992169500001,-5.504667148672565,8.712829298946902,14.21749644761947,81.48,57,69.44,65.05,0,4.24,-996,20.7,27.57,0,0.6476000000000001
2.083620019999999,-1.757799116283186,7.845997241946903,9.603796358230088,72.61,59.43,65.42,81.43,0,1.02,-996,8.63,10.07,0.17,0.6422
1.71758269,-2.448167846017699,6.279431219203542,8.727599065221241,60.48,53.71,55.98,95.05,7.91,0,-996,10.09,5.22,2.47,0.6368
3.003530249999999,-9.399268720353984,6.554779599026551,15.95404831938053,67.48,51.58,57.97,84.25,5.47,0,-996,4.13,21.01,0,0.6314
5.46812194,-7.497176734513275,7.53470341090885,15.03188014542213,78.22,47.61,62.27,73.69,2.08,0,45.03,9.45,28.27,0,0.626
5.864564500000001,-2.49582712300885,9.82787217076991,12.32369929377876,86.86,58.51,72.88,71.67,0,7.69,-996,-996,30.17,0,0.428
5.67370016,-1.668533479646017,10.19020087282301,11.85873435246903,86.02,62.29,73.48,75.19,0,9.16,-996,-996,29.72,0,0.45375
4.418189950000001,-0.6850970514159274,10.52767597619469,11.21277302761062,82.2,65.59,73.5,78.11,0,8.89,-996,-996,19.44,0,0.4795
2.610802659999999,1.238469331858407,8.830566064513276,7.592096732654868,73.58,51.69,66.85,87.62,2.36,0,-996,-996,11.02,1.62,0.50525
4.723071529999999,-4.928650025575222,7.465546012300885,12.39419603787611,74.25,48.22,62.22,74.99,3.77,0,-996,-996,31.14,0,0.531
1.16677944,3.176947748230089,7.85094931457522,4.674001566345133,77.7,54,63.24,93.05,0,0.85,-996,-996,5.87,2.59,0.5124545454545455
7.1152806029,-3.43136357522124,7.923459059203539,11.35482263442478,74.71,59.79,65.77,69.84,0,2.25,-996,-996,27.03,3.23,0.493909090909091
3.735247064,-4.001959425663716,8.80892967902655,12.81088910469026,84.33,48.36,68.57,82.25,0,1.34,-996,-996,20.82,0,0.4753636363636364
3.89153218,-0.1544670238938059,10.3109594439823,10.46542646787611,83.37,68.31,74.93,85.48,0,10.84,-996,-996,14.06,0.01,0.4568181818181818
4.160721139999998,-0.151368594690266,10.33741568070797,10.48878427539823,83.28,64.31,73.87,87.06,0,8.8,-996,-996,15.11,0.73,0.4382727272727273
4.69150706,-3.529458756637168,9.700879386106195,13.23033814274337,82.09,63.14,71.75,86.78,0,7.62,-996,-996,19.98,0.61,0.4197272727272727
4.636427100000001,-4.356582801769913,9.607587530973454,13.96417033274336,80.96,63.99,72.28,84.55,0,7.47,-996,-996,21.48,0,0.4011818181818182
5.298281599999999,-2.378223796460177,10.38883090619469,12.76705470265487,82.87,68.9,75.38,79.96,0,10.88,-996,-996,23.9,0,0.3826363636363637
5.165868359999998,-2.172306975132745,10.28602328575221,12.45833026088496,84.49,65.17,74.2,83.17,0,9.83,-996,-996,22.64,0.69,0.3640909090909091
2.41447354,-2.563918638053098,8.010437511504426,10.57435614955752,71.49,56.86,64.07,90.58,0.82,0,-996,-996,11.73,0.09,0.3455454545454546
5.304862331,-6.763593332070797,8.792730395362831,15.55632372743363,80.01,52.43,66.61,69.34,0,1.22,-996,-996,31.49,0,0.327
2.470694120619999,-1.340817471557523,6.331330408460178,7.672147880017699,80.83,43.69,61.2,68.34,2.74,0,41.38,6.04,17.04,0.01,0.513
2.646209069629999,-2.29930943559292,6.017946907619469,8.317256343212389,70.63,45.37,59.11,67.7,7,0,44.75,8.01,16.62,0,0.5357000000000001
3.1589752163,-2.831223930530973,6.07589073,8.907114660530977,82.17,42.67,61.7,72.43,2.58,0,44.25,9.18,16.43,0,0.5584
2.1612307,-0.4189946017699113,5.793118355296197,6.212112957066107,68.79,51.31,61.28,76.49,4.95,0,-996,13.81,8.14,0,0.5811
1.80156959588,0.4282289644778761,3.942294050787611,3.514065086309734,54.41,46.53,49.99,75.2,14.53,0,40.1,10.78,2.26,0.2,0.6038
2.32354035416,-3.929400736725663,3.601758155973451,7.531158892699116,61.83,42.27,50.36,65.53,12.95,0,38.27,6.13,14.96,0,0.6265000000000001
2.136797910979999,-4.190523108292035,3.534970633884957,7.725493742176992,61.3,42.51,50.48,65.42,13.09,0,38.51,7.5,12.14,0,0.6492
2.1932558,-4.100738305380531,3.754490733557522,7.855229038938054,65.75,43.54,53.54,68.24,10.35,0,38.27,11.71,10.11,0,0.6718999999999999
2.13526221801,-4.330479416336284,2.998465571469026,7.328944987805309,58.57,38.87,47.55,70.26,16.28,0,33.62,7.85,15.58,0,0.6946
2.568111522699999,-3.77883805977876,3.838991942787611,7.617830002566374,70.14,40.03,55.37,65.93,9.92,0,37.95,10.9,15.46,0,0.7173
2.087209144570001,-3.001926049407079,3.363304262097345,6.365230311504425,71.69,37.82,53.22,65.11,10.24,0,34.81,6.93,15.33,0,0.74
2.2663288,-3.830528230088497,3.043277816017699,6.873806046106195,59.09,42.38,49.48,62,14.27,0,35.86,13.04,9.72,0,0.7491
1.09329548869,0.8775317484159294,3.193081540884957,2.315549792469026,46.8,36.4,41.94,84.12,23.4,0,26.87,10.09,1.89,0.03,0.7582
2.03659803944,-5.860582798061951,2.186931495743362,8.04751429380531,50.99,24.26,38.03,74.26,27.37,0,15.74,11.26,14.52,0,0.7673
1.56809183073,-2.980802154982301,2.09043018979646,5.071232344778761,51.78,19.48,34.85,64.65,29.37,0,11.2,11.43,15.04,0,0.7764
0.9704587325199999,-1.239044835185841,2.262366701123894,3.501411536309734,48.58,37.28,43.39,63.5,22.07,0,29.62,10.4,3.84,0,0.7855
1.12215155065,0.5846454547964604,1.702623071787611,1.11797761699115,41.38,22.26,29.68,89.99,33.18,0,9.52,19.67,2.88,0.04,0.7946
0.57587394587,0.02156708938938064,1.503852141424778,1.482285052035399,31,16.34,21.95,83.56,41.33,0,3.02,9.19,15.52,0.08,0.8037
0.5632500047699999,-2.429289562619469,1.543007567469027,3.972297130088496,44.84,16.03,28.55,74.7,34.56,0,9.67,3.13,14.69,0.11,0.8128
1.80288992279,-2.899743202752213,3.31681886577876,6.216562068530974,68.49,25.91,44.67,61.96,17.8,0,18.36,8.12,14.62,0,0.8219
1.376162541909999,-3.068208973274337,3.44824138009115,6.516450353365486,68.07,33.79,48.34,69.47,14.07,0,27.43,7.84,14.26,0,0.831
1.81865170173,-5.411743778309735,2.973067692929204,8.38481147123894,57.92,31.65,42.24,77.45,20.21,0,19.64,12.84,11.9,0,0.846125
1.03272472419,-1.030104751460177,2.391098259026549,3.421203010486725,31.83,25.06,28.73,93.9,36.55,0,15.32,8.76,2.88,0,0.86125
1.45263195962,-3.889430934769913,2.631408796911505,6.520839731681415,54.28,20.21,35.46,75.84,27.75,0,15.13,5.61,14.05,0,0.8763749999999999
1.33349444268,-4.478077320530971,2.266545536283186,6.744622856814161,56.14,26.31,38.81,72.66,23.78,0,20.91,5.03,13.79,0.01,0.8915
1.47572855299,-4.508467779584072,2.319527175371682,6.827994954955754,59.67,28.32,42.2,67.34,21.01,0,22.05,8.89,11.28,0,0.906625
1.88894524717,-4.525224802247787,2.799270275893806,7.324495078141594,63.75,33.18,47.76,64.27,16.54,0,26.6,11.71,12.37,0,0.92175
2.08978467436,-3.753465099132745,3.397308511539824,7.150773610672567,69.12,40.74,54.62,56.29,10.07,0,36.18,15.37,12.96,0,0.9368749999999999
2.20499289914,-2.683627831035399,3.467382303743362,6.151010134778763,67.84,28.94,51.08,50.75,16.61,0,25.74,10,13.37,0,0.952
1.24665956882,-2.629601249415931,2.317483234035399,4.947084483451327,55.24,26.92,38.91,65.5,23.92,0,16.62,19.28,5.68,0,0.9135
1.01671936177,-4.348691330893804,1.785383309524779,6.134074640418584,50.27,20.51,33.05,74.24,29.61,0,11.47,7.12,13.36,0,0.875
0.9386333101499998,-3.508401027265487,1.97903648500885,5.487437512274337,50.5,23.3,34.99,74.1,28.1,0,16.32,4.65,13.1,0,0.8724
1.24990960255,-4.238729426548671,2.106067777168142,6.344797203716813,60.26,27.94,41.3,71.11,20.9,0,20.79,7.18,12.63,0,0.8698
1.18199463655,-3.787249544920356,1.855611742699116,5.642861287619468,63.59,26.57,42.79,74.18,19.92,0,23.14,5.06,12.68,0,0.8672
0.7274666371999998,-1.281602967053098,2.269839590522124,3.551442557575221,62.76,28.26,49.17,88.92,19.49,0,27.81,6.92,2.98,0.01,0.8646
1.86612489456,-3.416787738,2.221081643150442,5.637869381150443,63.9,37.42,51.17,54.99,14.34,0,30.74,16.99,12.66,0,0.862
1.38219601892,-5.037806316584071,1.581481926159292,6.619288242743364,54.1,27.54,40.12,70.04,24.18,0,19.24,8.64,12.66,0,0.8775555555555555
0.77400419779,-3.199928460610619,1.326608292663717,4.526536753274337,34.5,27.27,30.64,79.34,34.12,0,18.06,10.4,5.79,0,0.8931111111111111
0.6535518924500001,-3.277386472778761,1.404790445787611,4.682176918566372,34.42,19.37,27.65,79.37,38.11,0,12.04,5.79,5.24,0,0.9086666666666666
1.365990527,-2.827333564566371,2.068083252955752,4.895416817522125,51.84,18.14,36.61,67.45,30.01,0,13.49,10.31,12.24,0,0.9242222222222222
0.90257959273,-1.862850934433629,1.979978168309734,3.842829102743363,45.94,35.14,41.5,66.45,24.46,0,26.81,13.38,3.41,0,0.9397777777777778
0.5934542372999999,-1.088075209460177,1.790439230628319,2.878514440088496,35.11,29.22,31.16,79.89,32.84,0,19.66,9.6,2.19,0,0.9553333333333334
0.6670786909799999,-2.710048778283186,1.638205880654867,4.348254658938052,37.21,28.55,32.87,74.45,32.12,0,17.59,10.48,3.83,0,0.9708888888888889
1.00499731085,-4.036453161690266,1.505510812115045,5.541963973805313,45.86,16.25,31.02,66.77,33.94,0,8.01,6.17,12.28,0,0.9864444444444445
0.9536747645099999,-3.461159396787611,1.712788376575221,5.173947773362835,48.97,18.83,32.07,65.39,31.1,0,10.97,4.92,12.41,0,1.002
0.6679141635700001,-2.389712989380531,3.359978593008849,5.749691582389381,57.42,26.46,42.82,75.69,23.06,0,23.08,7.09,12.9,0.16,0.677
0.7051972206999999,-1.608891217964603,2.953463592161948,4.562354810126549,40.4,16.25,27.46,65.88,36.68,0,5.61,7.69,15.2,0,0.651
0.5243378299999999,-2.067959054867257,3.384739173584071,5.45269822845133,56.16,17.75,37.92,81.08,28.04,0,10.77,7.65,8.52,0,0.6611538461538462
0.42239786695,-1.273630523893805,3.882699798451329,5.156330322345134,58.05,37.76,46.52,95.57,17.1,0,34.55,5.13,4.96,0.01,0.6713076923076924
0.8108727368299999,-2.68333753539823,4.366722623336284,7.050060158734514,64.6,47.77,56.79,89.52,8.82,0,44.23,15.56,6.53,0,0.6814615384615385
1.99435408189,-3.598939672566371,4.674749820690265,8.273689493256635,71.42,55.83,61.3,76,1.37,0,-996,19.62,13.78,0,0.6916153846153846
1.318083950690001,-4.077857242831858,3.683305464132744,7.761162706964602,56.48,38.09,46.61,78.8,17.71,0,30.52,11.04,12.52,0,0.7017692307692308
0.5871464241,-1.558620128230089,3.190294528821239,4.748914657051328,38.14,30.93,35.48,99.56,30.47,0,22.04,8.27,3.32,0.01,0.711923076923077
0.7080702342499999,-1.124527587610619,3.058764482707965,4.183292070318585,34.42,29.67,31.79,100,32.95,0,17.11,-996,2.83,0.41,0.7220769230769231
1.83520578398,-3.947804536460176,2.25843808858407,6.206242625044247,30.01,16.32,21.2,85.12,41.84,0,0.74,15.4,13.89,0.08,0.7322307692307692
2.44167062878,-5.313969159292035,2.831208644946903,8.145177804238937,31.41,10.35,20.45,72.48,44.12,0,0.26,5.24,16.18,0.07,0.7423846153846154
1.53547692212,-0.7103513150442479,3.13675101079646,3.847102325840708,39.02,23.9,31.09,60.39,33.54,0,12.95,10.09,6.75,0.04,0.7525384615384616
1.03238652687,-0.8716588008849561,3.502638318584071,4.374297119469026,42.77,31.59,37.1,94.02,27.82,0,20.78,11.1,3.43,0.01,0.7626923076923077
0.9565416679599998,-0.8650162035398232,4.046848163362831,4.911864366902654,51.01,39.47,44.36,97.72,19.76,0,30.3,9.69,4.16,0.2,0.7728461538461538
2.310308026680001,-4.368630494707964,3.596214011575222,7.964844506283186,54.7,28.86,39.85,66.08,23.22,0,21.05,10.51,17.66,0,0.783
2.725067986849999,-2.339205331858408,4.494993874247789,6.834199206106197,59.65,34.34,48.34,49.71,18.01,0,26.97,19.04,11.58,0,0.7685833333333334
2.068198230529999,-2.444330794778761,4.789112212035401,7.23344300681416,68.36,42.37,54.23,47.15,9.64,0,34.72,12,11.8,0,0.7541666666666667
0.9374484048099997,-0.7318924646017699,3.406142491964602,4.138034956566372,42.17,21.26,29.02,81.59,33.29,0,8.05,14.75,3.96,0,0.73975
0.5573063046200001,-0.32044063539823,2.940614788938053,3.261055424336285,31.62,21.04,26.16,94.11,38.67,0,7.93,7.22,3.31,0,0.7253333333333334
1.71914614049,-3.862642524690265,3.335126799026548,7.197769323716814,45.7,20.92,32.37,74.2,31.69,0,12.26,9.72,18.67,0,0.7109166666666666
1.02158731056,-2.199502051327434,2.905781704247788,5.105283755575223,33.37,18.52,27.07,62.81,39.06,0,5.48,12.94,13.59,0,0.6965
0.66822379526,-0.2354451777876105,2.987876249362832,3.223321427150443,30.28,27.57,29.16,86.88,36.08,0,17.79,6.68,2.03,0.01,0.6820833333333334
1.62586746538,-2.861663551327434,3.591207515309734,6.452871066637169,48.81,23.7,34.64,79.16,28.74,0,17.33,6.99,18.54,0.1,0.6676666666666666
1.70681865385,-3.463721395486727,4.077165369026548,7.540886764513276,57.24,29.09,41.78,72.23,21.84,0,23.24,11.13,15.07,0,0.65325
0.5581465017700001,0.3959538124778758,4.187197004336283,3.791243191858408,46.89,31.3,41.72,96.36,25.91,0,26,5.61,4.13,0.07,0.6388333333333334
